artist_id,artist_name,followers,popularity,genres,num_genres,log_followers,faixa_popularidade_nomeada,popularity_scaled,log_followers_scaled,num_genres_scaled
3Ngh2zDBRPEriyxQDAMKd1,Matchbox Twenty,2624835,69,post-grunge,1,14.780528975865666,Mainstream Regional,0.6770833333333334,0.6654291407869821,0.08333333333333333
0Y4inQK6OespitzD6ijMwb,Freddie Gibbs,1385225,69,,0,14.141373861186981,Mainstream Regional,0.6770833333333334,0.6112967959732576,0.0
2LmyJyCF5V1eQyvHgJNbTn,Leonard Bernstein,236685,62,"classical, orchestra",2,12.374489647153776,Artistas de Nicho,0.6041666666666666,0.4616530188628223,0.16666666666666666
3gwIlS9NOwBgwV3RfQIYiR,Intence,180547,47,dancehall,1,12.103751949380335,Artistas de Nicho,0.44791666666666663,0.43872326977161213,0.08333333333333333
5fRiVl9fyhUEZhcpMyIxUG,Michael Crawford,28986,47,musicals,1,10.274602732600881,Descobertas Locais,0.44791666666666663,0.2838060456980215,0.08333333333333333
5r4Bnflqc1rt8z3UIhwwKf,Noodle & Pals,16057,61,"children's music, lullaby",2,9.68396244674463,Descobertas Locais,0.59375,0.23378259617760155,0.16666666666666666
2maQMqxNnlRrBrS1oAsrX9,Francisco Canaro,27539,39,tango,1,10.223394772282646,Descobertas Locais,0.3645833333333333,0.27946905941489086,0.08333333333333333
1Mh9G47YfuaLdQs44voLrQ,Hoogway,17474,63,"lo-fi, lo-fi beats",2,9.768526567102011,Descobertas Locais,0.6145833333333334,0.24094463559014123,0.16666666666666666
1KpCi9BOfviCVhmpI4G2sY,Tchami,418920,57,"future house, bass house, g-house, house",4,12.945437636974846,Artistas de Nicho,0.5520833333333334,0.5100086570262348,0.3333333333333333
6F3vLfyutkUhpM50G84eMt,Endor,69552,59,,0,11.149844330856984,Nova Cena,0.5729166666666666,0.3579334036804932,0.0
0pjLiK5qb4Zr0PWRNkdd2o,Gaither Vocal Band,275900,53,"southern gospel, christian country, gospel, christian",4,12.52779738470044,Artistas de Nicho,0.5104166666666666,0.47463720239025897,0.3333333333333333
5PlfkPxwCpRRWQJBxCa0By,HUGEL,465348,80,"latin house, afro house, tech house",3,13.050542940691379,Artistas de Nicho,0.7916666666666666,0.5189104031155152,0.25
2NQEwAVHBNcI0tGMLlWwF1,Mat Kearney,485363,55,,0,13.092654403887643,Artistas de Nicho,0.53125,0.5224769743499433,0.0
6nFBonVf7Lqaj05R0v5VGJ,Sarah Jarosz,162005,54,"bluegrass, newgrass, americana, folk",4,11.995388650565705,Artistas de Nicho,0.5208333333333334,0.4295455923629987,0.3333333333333333
11mqrDSFRRz8g0Wb3syJj5,Panteon Rococo,2911277,67,"ska, mexican ska, rock en español, mexican rock, rock urbano, latin alternative",6,14.88410271799618,Mainstream Regional,0.65625,0.6742011734186466,0.5
0wEvWMQRqaXcgnrZv6KtyL,Spice,550408,62,"dancehall, soca, shatta, ragga",4,13.21841691721177,Promissores,0.6041666666666666,0.5331282537961302,0.3333333333333333
0HNFg6mSgz7WLcN74CI3oT,Ricardo Iorio,104549,48,argentine rock,1,11.55742070485678,Artistas de Nicho,0.4583333333333333,0.3924525122796255,0.08333333333333333
4pv1Jo4PbYI8LMADJoTWjE,Olga Tañón,1080525,62,"merengue, salsa",2,13.892958517573398,Mainstream Regional,0.6041666666666666,0.590257607318293,0.16666666666666666
03GruNQP8X25PCoWzdvIGZ,Klaus Badelt,137572,65,soundtrack,1,11.831909964297303,Artistas de Nicho,0.6354166666666666,0.4156999946175679,0.08333333333333333
43O3c6wewpzPKwVaGEEtBM,My Morning Jacket,578458,59,alt country,1,13.268122950156984,Promissores,0.5729166666666666,0.5373380364496969,0.08333333333333333
6hk7Yq1DU9QcCCrz9uc0Ti,Kimbra,460536,73,,0,13.04014847889824,Artistas de Nicho,0.71875,0.5180300587718387,0.0
4YgUVg4p7xtMOrOS4GjiJZ,Jatin-Lalit,412534,71,"bollywood, hindi pop, desi",3,12.930076329642292,Artistas de Nicho,0.6979166666666666,0.508707652674993,0.25
77tT1kLj6mCWtFNqiOmP9H,Daryl Hall & John Oates,2694718,76,soft rock,1,14.806804489727627,Mainstream Regional,0.75,0.6676545085324135,0.08333333333333333
776Uo845nYHJpNaStv1Ds4,Jimi Hendrix,7157460,70,"psychedelic rock, classic rock, acid rock, blues rock",4,15.783665867109663,Mainstream Regional,0.6875,0.7503884109940058,0.3333333333333333
0Q8NcsJwoCbZOHHW63su5S,Mora,7168492,81,"urbano latino, trap latino, reggaeton",3,15.785206009173598,Mainstream Regional,0.8020833333333334,0.7505188511631484,0.25
